7519:616,15,8,518,302,654,542,508,245,61
7527:20300,39395,245,353,774,33882,2200,1524,8398,15642
7542:17,302,616,654,76,518,84,58,29,8
7555:11976,10079,28417,78217,39066,47388,117659,827,5784,73619
7556:76,17,508,40,698,8419,31342,48210,22059,500
7558:168,17,76,616,226,58,302,564,554,719
7563:84,58,354,616,650,8,736,301,138,866
7572:168,984,719,661,2153,574,5557,9417,8733,7838
7586:168,984,5480,719,8860,661,760,1400,7838,1326
7590:654,616,302,84,542,861,518,289,15,6
7603:616,58,654,302,542,15,650,32,364,564
7605:302,616,8,518,654,542,58,15,61,32
7607:616,302,8,58,15,61,650,542,518,654
7608:302,654,354,58,8,138,616,736,301,518
7612:616,17,58,654,302,76,8,564,84,650
7617:17,654,1119,755,2641,37236,46650,17,302,654
7637:58,654,616,542,302,518,363,8,15,61
7657:17,508,518,84,650,302,8,76,70,1097
7661:17,616,518,302,84,654,58,8,564,542
7678:1352,3107,2880,3172,4825,6434,1712,12990,378,8848
7682:47276,7836,1012,289,1462,17,15556,3216,302,8
7692:654,616,302,518,84,650,32,15,542,8
7699:226,140,81,17,70,289,1888,8,138,518
7707:616,84,542,301,8,1102,15,29,518,70
7708:616,947,1471,302,17,542,182,650,15,1099
7713:654,58,616,29,650,84,354,8,564,301
7734:17,61,70,518,58,8,302,654,76,394
7741:17,302,15,542,861,76,84,8,1196,61
7742:302,654,616,518,15,542,8,1196,32,61
7743:17,302,654,32,58,542,15,518,1535,650
7751:654,616,58,84,518,354,29,61,15,245
7760:17,616,518,8,302,654,542,58,15,32
7766:168,1326,76,5738,226,984,1460,719,352,564
7787:17,616,518,8,302,58,654,131,84,76
7813:17,616,654,518,58,302,542,8,61,650
7818:616,17,302,654,58,542,8,518,84,101
7823:76,17,508,564,1326,2275,1023,2579,168,719
7825:17,70,508,1023,302,354,226,76,8,58
7833:17,84,302,654,518,8,736,1119,301,899
7841:654,302,58,542,8,15,518,61,650,32
7844:302,616,654,58,84,8,1102,861,101,518
7850:17,8,70,508,302,15,84,564,616,1023
7863:17,616,302,654,58,542,518,8,15,61
7869:533,76,8772,4671,13341,7926,4040,10981,603,311
7888:17,58,654,542,518,76,861,564,15,62
7889:17,508,70,226,81,76,138,500,327,302
7894:17,8,616,564,518,654,76,650,542,58
7903:2048,3288,7556,7831,13894,44475,67579,327,378,5567
7915:17,616,302,58,15,542,564,61,84,32
7921:10503,17,81,8454,76,27291,5767,605,899,840
7945:168,5480,463,1400,8860,661,2642,8733,801,2153
7946:17,616,654,58,302,518,15,32,8,542
7949:17,616,15,245,654,8,518,508,61,787
7951:58,616,84,8,542,322,518,15,76,29
7958:17,302,654,76,616,58,8,866,84,29
7962:8,61,32,564,289,554,650,245,1196,1511
7964:17,76,302,32,8,564,650,616,58,654
7967:565,2510,453,53369,26531,45974,56568,3737,226,736
7969:17,302,654,76,29,84,616,58,8,354
7975:302,654,616,58,76,650,29,8,542,354
7976:17,238,542,518,650,899,58,429,1937,302
7977:866,302,654,354,29,84,58,76,616,301
7981:3378,10611,32261,186,22713,45315,39446,68179,65033,616
7990:17,616,8,654,58,302,76,564,364,32
8002:245,441,1744,710,2028,4268,1410,16036,1065,17
8008:17,302,654,76,616,58,8,866,84,29
8009:17,58,302,654,542,8,518,564,15,61
8023:17,518,245,15,542,654,32,58,8,302
8032:17,1382,616,302,8,76,518,70,58,84
8036:984,1400,5480,168,719,135,5557,5488,1326,463
8054:17,616,564,508,8,58,94,302,245,650
8065:58,542,861,61,518,650,32,554,76,289
8068:76,17,616,564,40,302,70,2139,1069,654
8069:3207,3506,866,970,245,302,654,84,947,616
8081:302,58,354,616,361,76,29,84,138,70
8090:58,616,84,354,542,15,518,8,650,289
8097:17,76,508,518,402,1435,542,1382,103,1023
8103:17,787,8,1790,378,76,508,70,518,1023
8104:17,302,654,76,616,58,8,866,84,29
8130:17,8,518,302,654,616,1102,65,58,736
8134:105057,57519,698,262,2139,358,40,1023,2265,546
8137:58,542,15,564,861,29,101,787,289,61
8141:17,76,564,616,508,8,518,302,654,84
8144:17,168,564,463,302,58,984,508,616,1326
8150:17,302,15,8,518,84,650,861,1196,61
8159:17,616,8,302,15,518,32,58,654,61
8161:54240,8357,77681,17,302,654,76,616,58,8
8163:17,654,302,76,58,616,354,84,29,518
8184:17,302,81,654,780,8,616,58,70,84
8186:518,654,58,616,101,354,787,138,736,29
8200:654,302,84,58,29,616,866,1102,361,76
8206:17,616,787,402,61,654,518,15,8,650
8217:17,654,58,302,15,518,542,861,8,29
8224:17,616,302,654,58,84,518,542,289,564
8225:774,245,17,4487,518,899,947,353,8,94
8227:17,245,8,1267,518,616,542,4798,61,32
8229:17,616,302,58,518,542,15,8,32,84
8245:10503,17,8454,81,27291,605,76,14508,5767,21963
8263:17,302,654,76,616,58,8,866,84,29
8264:17,616,542,302,654,58,32,564,1023,15
8270:17,302,654,616,58,84,518,8,94,650
8276:17,58,616,15,84,650,94,518,542,8
8285:17,616,58,654,302,518,542,8,61,29
8286:17,654,302,616,76,58,29,518,650,8
8287:780,262,17,5767,70,698,564,508,616,3137
8290:17,302,29,654,84,58,616,70,76,8
8310:603,306,5975,6311,8772,4341,7926,13341,19100,10180
8314:17,866,224,361,1119,891,347,2021,1546,2063
8325:302,17,654,616,58,29,650,518,8,76
8326:302,654,616,58,76,84,29,8,518,32
8334:17,654,616,58,302,29,61,8,15,542
8336:17,302,654,76,616,58,8,866,84,29
8343:58,616,302,654,8,542,518,508,650,84
8347:616,29,8,650,518,101,354,861,15,289
8352:17,302,616,654,542,518,58,564,76,8
8368:17,302,654,616,29,84,518,542,15,564
8380:168,17,508,564,984,1326,226,65,698,719
8396:302,17,58,616,15,8,1102,542,518,61
8401:302,654,58,361,84,354,616,138,1102,76
8406:17,616,8,654,518,58,101,15,542,1102
8411:302,616,654,84,58,29,354,61,787,76
8413:17,409,302,616,15,58,542,32,650,8
8435:17,302,654,76,616,58,8,866,84,29
8449:2880,3172,4825,1712,6434,378,5624,8848,23191,12990
8450:18803,1711,13266,37804,1686,1550,1510,2876,46266,63344
8476:302,58,654,17,29,616,650,356,542,285
8477:17,616,508,302,518,8,15,226,363,654
8491:1888,496,2967,140,1749,687,32166,630,16217,7211
8499:17,8,564,245,518,508,654,61,616,302
8500:17,508,70,226,81,138,2967,76,500,302
8510:17,518,61,84,245,302,58,654,8,616
8513:17,616,61,8,245,542,508,15,564,302
8517:57092,25041,29782,302,616,650,564,508,61,236
8530:58,654,302,17,542,564,76,84,15,8
8531:58,302,8,542,15,564,76,101,322,1196
8534:398,17,8321,4941,6503,3372,76,698,226,375
8536:17,8,616,518,58,654,302,245,508,542
8537:17,302,58,616,654,363,8,84,518,564
8552:17,302,654,76,616,58,8,866,84,29
8569:1527,1352,4825,10041,189,1712,6434,508,12990,76
8578:106,14152,2816,1957,4481,84,974,1023,17,518
8581:17,302,654,616,58,542,861,1196,8,409
8582:542,8,1102,285,518,15,650,101,289,354
8600:17,302,8,1099,873,616,84,654,65,70
8603:947,17,84,8,302,787,1102,518,654,1382
8635:17,866,302,654,58,616,29,76,354,84
8636:17,302,654,138,616,58,84,1023,301,650
8637:17,302,654,76,616,58,8,866,84,29
8644:616,17,302,542,58,654,564,61,650,861
8651:2162,84,302,875,654,354,736,518,8,70
8660:17,58,616,84,542,15,518,61,32,1102
8670:81,780,654,58,17,650,182,542,138,262
8681:654,302,84,542,518,61,8,15,564,32
8692:17,70,780,508,76,1023,5767,616,564,1535
8711:17,302,654,76,616,58,8,866,84,29
8717:3819,81,542,1344,2369,5767,1690,1884,3429,17071
8718:984,8860,5480,1400,1326,463,2103,760,801,8733
8719:654,616,58,8,29,84,564,354,518,289
8735:17,302,616,654,58,29,518,15,542,84
8736:17,76,500,616,564,6491,508,302,58,61
8746:616,302,58,542,518,61,8,650,32,554
8747:302,654,616,58,84,354,1102,138,29,8
8755:27582,27589,86870,17,302,654,76,616,58,8
8760:302,654,17,616,58,8,650,518,15,101
8765:17,302,654,76,616,58,8,866,84,29
8768:17,76,616,302,58,262,15,654,698,81
8771:17,8,302,654,58,564,736,650,902,354
8774:17,302,616,654,518,58,61,564,76,354
8782:168,719,5557,1400,5480,463,8860,8733,2153,661
8788:58,542,518,101,8,861,32,1196,564,76
8789:17,8,616,518,15,245,76,61,302,1382
8790:6503,17,3372,3471,11563,226,76,302,1435,27241
8802:654,302,616,8,29,518,354,289,650,736
8810:17,616,654,8,302,873,76,508,15,542
8812:780,226,140,1749,17,986,262,2967,508,500
8822:17,302,654,76,616,58,8,866,84,29
8825:616,302,654,58,8,84,518,542,15,61
8844:2121,84,1109,13449,17,224,182,1348,302,4205
8850:4755,1527,3107,2880,10041,1712,3172,378,12990,4825
8852:17,70,76,302,616,58,101,508,84,138
8862:17,8,84,518,654,302,736,70,245,616
8863:302,654,58,8,518,542,101,564,15,861
8868:17,8,302,518,654,616,736,354,58,94
8870:17,58,616,29,8,354,518,736,138,301
8872:17,616,542,15,58,654,518,302,61,8
8877:17,616,654,302,15,58,61,245,8,564
8889:17,8,76,508,302,84,616,518,654,101
8890:17,302,84,226,654,138,76,354,29,616
8900:302,654,58,616,650,84,29,8,518,76
8906:17,654,302,616,58,1023,1535,76,542,32
8912:17,654,302,138,84,76,616,1023,1462,8
8913:840,2548,4755,1352,5111,157,2880,10541,5627,4568
8915:17,302,58,654,518,564,15,101,508,32
8916:17,302,654,616,518,58,542,650,8,564
8920:81,17,780,731,5767,226,70,302,262,354
8924:17,302,76,616,654,58,245,15,542,61
8931:616,302,58,654,8,518,542,84,15,564
8935:518,616,8,15,58,61,654,302,103,363
8936:54180,736,40588,6306,89051,17,302,654,76,616
8958:654,58,616,302,29,15,542,8,84,6
8984:162,1462,14754,352,297,60889,9345,29417,25127,9725
9000:17,302,616,542,8,518,15,1102,554,564
9001:353,4797,1951,17,245,518,94,2268,8,616
9013:285,17,654,616,302,58,29,62,84,518
9024:17,616,302,650,58,564,542,654,238,32
9079:17,616,654,81,542,302,15,61,58,32
9085:17,84,654,354,616,518,58,564,94,8
9096:2880,1712,378,12990,7831,20806,4568,508,6266,76
9098:76,17,698,2139,564,616,1405,8,518,364
9106:654,302,84,616,8,518,58,76,354,736
9111:616,302,58,654,542,61,8,564,94,508
9122:17,302,58,84,861,542,650,76,8,29
9128:58,654,616,542,15,8,518,61,861,564
9135:17,302,654,58,84,616,76,650,1102,518
9141:1352,3107,2880,1527,189,1712,508,17,378,12990
9152:616,654,518,61,542,58,15,302,8,32
9155:17,654,58,302,542,15,564,518,61,861
9157:4671,3034,7622,533,5975,311,76,2543,8759,10981
9158:17,76,2139,616,1471,508,40,262,1410,542
9159:17,353,245,616,302,518,58,654,15,32
9160:189,1527,10041,3107,2880,3172,4825,1712,6434,378
9161:719,984,8860,1326,1400,661,760,1528,463,801
9171:654,58,616,29,84,354,8,289,518,301
9173:518,616,302,654,8,84,1023,245,76,508
9200:17,654,616,302,58,84,8,518,363,650
9224:17,1382,302,508,654,8,70,84,76,5567
9225:17,311,81,866,14259,76,12861,2139,787,302
9233:22776,15373,1930,42657,6383,18708,21795,21029,13419,9003
9236:17,245,61,518,8,616,508,76,542,302
9237:542,15,1196,61,29,518,8,32,84,101
9238:616,302,654,8,58,650,518,84,29,61
9245:17,302,654,616,58,29,76,84,650,8
9249:17,518,8,616,84,1405,58,245,902,654
9256:616,302,8,58,518,654,1102,245,736,76
9276:17,302,58,616,654,76,285,650,518,84
9288:302,654,616,58,518,8,1405,76,542,289
9290:8322,24933,13077,30815,17,16965,4409,12905,518,37112
9291:616,542,15,8,302,654,58,61,32,1196
9310:616,302,17,654,58,542,564,15,8,861
9312:616,58,654,15,302,518,8,32,542,245
9313:17,616,542,787,8,302,58,654,518,564
9331:52132,64240,85508,5545,12045,17380,4875,13134,31585,12565
9333:8,542,245,4268,353,2739,3039,2939,7334,4993
9350:17,616,302,654,8,58,650,518,736,84
9357:9760,83385,80021,986,7585,20184,17,302,654,76
9359:302,654,616,58,518,542,564,8,84,29
9364:17,616,542,654,61,518,58,15,302,564
9368:226,199,4702,5066,38319,9767,29158,48701,8873,2059
9369:168,719,76,984,17,508,1400,698,8860,574
9371:302,654,616,518,29,138,58,301,736,94
9381:1913,76,17,361,2848,22856,5363,302,698,2139
9389:650,6,322,7194,2939,7560,18077,45970,63225,39645
9394:654,58,616,8,84,518,76,542,15,564
9400:17,302,58,542,15,861,564,29,8,76
9402:17,302,654,76,616,58,8,866,84,29
9420:302,616,654,58,61,84,542,518,650,101
9431:17,302,542,508,327,1023,8,4671,70,1468
9432:17,302,654,8,616,58,354,29,518,301
9433:327,2495,840,157,109750,118575,103886,95228,16952,17
9437:76,17,616,654,564,58,542,302,518,1196
9442:780,140,226,1749,262,17,986,5767,500,731
9443:302,654,58,8,518,84,76,650,542,508
9451:302,58,616,8,84,29,518,61,650,354
9473:4755,1352,76,17,10041,226,508,564,168,302
9474:17,302,654,76,616,58,8,866,84,29
9486:162,45,8213,2469,2073,1589,614,3509,3131,14047
9487:17,654,616,302,58,15,518,84,61,94
9489:17,654,616,58,84,518,8,650,76,61
9494:4755,2548,840,508,17,245,564,931,8,518
9498:17,302,654,76,616,58,8,866,84,29
9499:17,654,616,58,302,61,15,542,289,518
9500:17,616,76,302,58,650,508,654,518,542
9507:17,518,616,8,58,32,564,542,302,654
9514:1989,23317,9961,36401,63098,85292,19244,45791,17,302
9525:17,518,616,8,84,302,654,245,76,1187
9528:353,17,245,1951,616,654,302,518,354,564
9531:262,35368,899,947,402,1744,840,3704,8384,5663
9535:76,17,616,698,58,654,226,302,70,8
9538:58,17,302,654,542,861,15,518,650,564
9541:17,518,226,301,899,669,61,1119,947,1023
9553:16056,901,3288,1970,6207,1732,27420,62,162,925
9568:7622,2543,7334,12861,311,1011,19152,203,17486,9435
9570:17,302,616,58,564,76,508,736,654,518
9571:76,81,698,17,25481,508,327,302,4671,2139
9573:76,564,17,698,302,616,4,58,2414,40
9576:17,302,654,76,616,58,8,866,84,29
9580:616,17,302,564,58,518,542,654,15,61
9590:17,302,58,542,518,61,650,1196,787,554
9593:302,58,616,8,542,654,84,518,101,76
9606:17,508,564,76,81,931,542,245,2139,616
9612:58,302,616,518,15,289,101,8,564,29
9613:17,616,76,302,654,650,364,32,518,15
9614:17,302,616,58,84,29,650,70,518,224
9630:984,719,5480,8860,1400,661,76,801,5557,2153
9665:17,58,84,8,29,736,650,518,542,861
9666:11644,398,302,17,5598,616,2447,9388,14964,13388
9668:17,302,616,654,58,564,8,32,542,1196
9680:302,17,654,616,58,29,650,84,861,542
9685:17,616,58,654,302,518,542,8,61,29
9693:17,654,616,302,58,564,518,542,15,61
9694:76,17,302,70,616,654,58,361,564,84
9696:924,17,301,176,8011,1539,542,31496,31527,2547
9711:6432,6720,36868,36887,88297,238,356,656,5567,3231
9722:17,245,61,15,542,518,616,654,32,103
9727:17,302,76,654,650,616,58,8,542,518
9742:17,302,654,76,58,616,29,8,650,224
9745:17,58,654,84,518,542,15,861,285,61
9752:2139,354,138,245,358,94,1382,1023,1109,131
9753:17,1119,245,84,4420,354,891,302,518,70
9755:654,17,58,616,29,650,8,76,6,84
9757:59623,21879,17,301,48361,23599,302,84,76,35307
9786:302,654,354,616,58,361,84,76,29,650
9808:17,616,654,61,542,302,15,32,8,518
9810:23398,1122,33720,33683,1406,9448,2744,15937,22510,36443
9812:302,58,84,616,29,8,518,354,1102,76
9813:17,245,518,542,8,1987,103,564,61,65
9818:17,302,654,76,616,58,8,866,84,29
9820:4268,245,17,15,518,61,542,1405,327,1126
9824:1002,4513,710,1744,3618,17,6315,508,245,774
9827:17,518,616,245,302,654,8,542,564,1405
9831:168,719,984,5480,8860,1400,463,1326,574,5738
9834:17,616,302,58,654,542,787,8,15,650
9837:654,17,616,29,84,542,6,1102,518,15
9839:698,17,76,81,70,564,654,302,542,616
9840:17,4487,518,245,353,616,1703,94,4268,1410
9864:17,654,58,29,616,15,6,84,542,285
9879:17,654,616,15,564,94,302,364,542,289
9890:17,302,654,58,8,542,84,861,650,15
9891:654,58,29,616,354,8,518,736,76,301
9892:17,8,245,61,654,32,518,76,58,103
9896:17,1827,245,518,542,8,616,61,15,654
9899:866,302,654,354,29,84,58,76,616,301
9900:17,616,654,302,518,542,61,32,564,15
9911:17,84,616,654,650,508,1305,245,542,902
9926:302,84,654,58,8,354,518,29,650,301
9927:518,61,32,564,1511,650,787,94,245,508
9929:302,654,58,616,8,84,76,518,15,508
9944:56364,12222,36269,14201,49920,1164,48271,4239,40543,17257
9945:17,327,8,654,76,302,616,32,564,736
9946:10503,17,8454,81,27291,605,76,14508,5767,21963
9961:2178,18536,43881,647,119109,63691,22632,64464,62564,75939
9984:29024,347,76,1546,12550,53847,45073,46837,74617,96683
10030:616,654,302,15,542,518,8,32,84,94
10040:168,984,76,1326,5480,2318,1400,801,463,8733
10050:17,302,616,58,508,654,542,76,238,736
10051:409,35144,45,654,40465,861,56594,17,899,48
10073:302,58,17,654,616,29,650,542,1140,861
10078:17,302,654,76,616,58,8,866,84,29
10082:302,654,58,518,245,616,84,1023,542,508
10084:91352,3068,301,52056,10662,302,58,70,226,3599
10086:17,302,29,654,564,61,787,518,616,15
10088:76,17,508,40,698,28632,8419,22059,31342,500
10090:2139,890,17,76,40,564,361,500,866,302
10110:616,302,58,654,8,518,84,76,861,542
10111:245,17,542,518,616,15,32,61,8,654
10115:8,224,245,1245,97,182,76,650,15,363
10117:17,302,654,616,542,58,8,650,564,61
10130:17,302,8,70,1382,518,84,29,508,654
10132:17,302,616,650,58,542,65,15,327,654
10133:138,3610,542,117,9289,380,3613,4224,76,224
10136:17,302,616,58,564,650,84,8,364,654
10140:302,17,58,654,29,616,84,542,162,76
10148:719,984,5480,1326,1400,76,8860,1528,574,5738
10155:17,616,8,518,654,302,84,58,61,289
10156:1460,76,1326,297,5738,508,168,81,6097,226
10194:302,8,654,616,58,354,736,301,29,101
10196:58,616,302,15,8,29,542,94,6,518
10200:2403,245,1524,17,3506,970,353,947,518,899
10210:17,76,508,302,1023,70,226,564,354,1382
10233:18156,1592,58227,1208,2548,13411,33833,26628,17,7728
10235:226,17,508,225,719,8,76,984,1023,84
10236:65107,33195,605,13568,2377,49842,102580,92484,98423,115745
10237:17,302,654,58,616,8,518,354,101,736
10249:138,2013,1462,273,656,17,302,654,29,70
10254:17,654,302,58,616,29,542,84,650,6
10267:616,354,29,518,8,736,94,76,650,289
10275:1382,1126,1539,17,1535,2531,103,302,1534,409
10276:616,302,58,654,542,861,518,1196,564,15
10279:17,616,302,58,654,861,8,6,518,542
10302:58,84,616,354,1102,76,285,650,301,518
10303:76972,22218,1930,17,17448,40,496,924,38577,947
10304:29798,193,302,654,58,354,239,1535,3,755
10306:17,616,654,15,32,518,861,364,8,650
10313:17,654,58,302,616,542,8,61,29,15
10317:302,84,654,518,8,616,58,787,1102,76
10335:6500,669,41662,17,87381,48397,6077,92060,18152,2068
10339:654,616,58,518,15,542,61,354,29,564
10342:17,616,654,302,518,15,61,101,861,8
10346:51326,238,7742,8384,9411,8843,58,1196,409,1549
10359:302,654,58,84,616,1102,354,650,285,6
10364:17,616,542,8,902,32,1196,826,654,1086
10366:58,654,15,61,787,861,564,1511,1196,364
10371:76,17,564,616,302,2139,40,58,508,736
10377:17,302,58,101,8,654,616,554,518,76
10378:168,463,2153,8860,18935,97626,17,302,654,76
10387:48539,53812,17,302,654,76,616,58,8,866
10388:17,616,302,654,58,15,32,542,518,8
10392:17,302,654,76,616,58,8,866,84,29
10408:840,2548,10541,5111,197,14793,5627,27070,8069,7160
10420:17,654,58,302,76,650,861,84,518,29
10427:9711,32,2302,4996,3039,23688,7526,8064,24512,58494
10439:84,29,354,8,518,301,76,650,564,289
10445:17,518,84,302,616,787,61,508,564,245
10454:17,124,616,70,1023,302,654,58,245,15
10471:17,654,302,58,616,8,518,29,101,354
10478:17,58,616,302,542,84,15,518,61,564
10479:564,30754,68370,76,616,8,70,518,787,4996
10480:58,17,654,302,542,15,518,76,650,861
10488:302,654,58,616,84,15,8,518,301,138
10502:41101,58923,28760,11241,22678,56913,49575,38702,42323,110086
10513:17,84,8,518,654,302,616,902,1102,787
10523:508,441,17,1002,245,1744,710,8,76,94
10543:245,1744,17,2715,441,1410,302,2548,710,76
10554:17,302,654,76,616,58,8,866,84,29
10563:899,84,302,1119,654,518,354,8,70,245
10564:302,58,654,616,84,354,8,866,29,518
10570:17,58,616,29,84,542,650,76,518,6
10573:17,302,654,76,616,58,8,866,84,29
10580:17,302,58,616,84,654,76,564,1102,301
10636:302,654,616,84,354,29,76,8,518,736
10655:17,302,654,84,8,301,58,616,518,1102
10691:17,542,616,364,15,61,58,654,103,564
10693:17,654,302,84,564,518,289,76,8,861
10698:302,17,654,58,650,861,29,15,8,542
10707:17,302,654,76,616,58,8,866,84,29
10710:616,58,8,518,70,94,76,650,787,564
10726:69494,22655,103120,650,61,1344,5767,219,1703,888
10747:17,302,654,76,616,58,8,866,84,29
10758:17,8,302,58,616,518,76,787,542,564
10770:311,2543,7622,17,7334,12861,1011,11855,76,2215
10779:17,302,654,76,616,58,8,866,84,29
10794:616,302,58,654,17,650,8,84,76,564
10801:76,564,17,302,616,58,698,2414,650,654
10807:17,1119,8151,518,8,245,947,1187,787,654
10820:17,302,58,4032,1410,358,5303,32433,38085,654
10842:17,302,654,76,616,58,8,866,84,29
10843:17,654,302,616,58,61,542,8,518,15
10844:17,1535,70,76,138,542,1462,302,654,1023
10845:6503,9289,7021,17567,8,247,17,3672,84,26460
10854:13566,78928,54897,51617,16689,23368,45662,41850,5319,7097
10858:17,616,654,542,302,58,61,518,101,32
10871:17,302,58,654,616,45,29,8,32,650
10892:17,6,65,674,1703,11861,9318,302,8,84
10905:17,302,654,76,616,58,8,866,84,29
10908:17,518,84,616,508,787,302,654,58,15
10913:17,616,238,302,76,564,84,654,58,508
10920:616,654,518,61,302,58,8,245,103,1511
10955:48,17,1187,2162,302,875,84,1119,245,518
10956:518,84,302,616,654,1102,58,76,564,101
10968:616,17,654,302,58,861,76,29,542,736
10991:81,17,616,70,508,76,542,564,654,780
10999:17,616,58,654,518,564,84,76,15,542
11000:780,17,5767,262,226,70,731,2241,3423,354
11022:302,616,58,518,15,654,8,61,542,84
11034:17,654,58,564,29,76,84,8,861,518
11037:311,9435,17486,11855,8772,1011,8867,2215,76,17
11047:17,1359,6243,1127,8,15,654,616,518,302
11055:17,302,654,76,616,58,8,866,84,29
11099:654,58,17,302,616,542,29,1196,650,15
11105:302,654,518,8,616,354,245,787,301,736
11110:2139,17,8,76,564,508,302,698,70,654
11118:3137,1991,1077,377,1651,2904,13660,9790,27788,6475
11132:245,17,710,189,4755,508,76,226,124,1527
11134:17,70,226,780,616,8,564,76,302,58
11135:17,302,616,654,518,58,15,8,61,564
11149:302,654,58,8,518,616,354,101,736,301
11150:5975,11590,5319,17316,4040,6311,1337,8772,13341,7926
11193:17,302,76,654,429,542,58,616,8,238
11211:70,40,1499,3288,6901,8384,1313,7959,14237,2528
11222:19544,34240,76,50369,899,17,15,96442,63192,35016
11228:441,245,1002,1744,17,508,1410,4513,76,70
11240:17,302,654,76,616,58,8,866,84,29
11259:17,302,654,76,616,58,8,866,84,29
11264:17,654,58,29,616,650,542,6,84,162
11273:616,58,84,1102,29,101,15,650,564,289
11278:302,17,654,616,58,29,650,76,518,6
11279:2405,19000,13926,58982,35846,118856,113529,52989,30455,3262
11280:17,302,654,76,616,58,8,866,84,29
11287:302,616,654,8,58,518,564,1102,508,101
11332:168,31188,508,698,2139,986,546,1097,6545,3484
11360:17,302,654,76,616,58,8,866,84,29
11363:17,866,654,302,354,70,58,616,76,84
11378:76,17,616,70,564,302,238,58,542,650
11388:654,302,43418,4267,51943,616,901,190,236,238
11394:17,518,8,616,1606,354,65,564,131,654
11404:17,616,302,58,654,518,542,8,76,84
11414:17,302,654,616,138,6,301,58,29,61
11418:984,8860,1400,76,1528,8733,7838,574,1081,1352
11419:302,654,58,616,354,518,650,76,84,8
11426:236,17,654,776,10075,302,12253,14750,3448,4203
11427:4575,76,12332,25910,3054,3126,367,3477,226,2139
11428:17,302,654,84,58,29,8,616,354,1102
11431:17,302,654,76,616,58,8,866,84,29
11437:17,76,508,8,70,226,245,616,650,61
11439:245,5117,17,8,4268,616,131,65,1382,2200
11444:17,654,58,616,518,84,29,8,542,650
11458:17800,24893,658,9716,616,518,3223,861,483,1102
11462:17,245,542,1410,564,76,302,508,518,616
11463:58,542,15,101,61,76,787,289,32,861
11484:17,616,542,654,302,518,61,15,58,861
11507:17,616,302,654,58,542,650,518,8,1023
11510:616,58,17,654,542,76,518,564,650,15
11511:2520,76547,44717,108903,12158,98937,52469,5694,542,245
11525:302,17,654,58,616,6,518,15,650,285
11529:17,302,654,58,616,29,84,285,542,8
11535:302,616,654,58,8,518,84,29,61,564
11537:3378,10178,186,22713,40356,38292,77977,17,866,13083
11538:17,616,58,542,861,29,518,15,61,650
11540:4600,5145,48654,19065,13894,44680,508,3704,10316,15457
11552:302,654,58,29,616,518,8,84,1102,650
11554:1352,17,3107,10041,4825,1527,3172,378,2880,76
11558:17,1382,65,3704,1539,245,131,508,103,119
11569:616,542,15,8,61,518,1196,32,29,564
11584:17,302,654,861,564,8,542,650,15,518
11586:17,616,302,654,8,542,518,58,61,15
11603:17,616,58,654,302,84,861,29,8,650
11606:654,58,518,564,84,650,542,15,289,29
11614:4719,37507,398,5598,9388,2447,2934,13388,6289,20490
11616:17,302,616,654,58,518,29,542,564,8
11651:17,302,58,654,616,650,76,224,29,285
11657:17,84,8,654,616,483,518,58,101,61
11660:17,84,58,616,354,650,8,138,518,736
11670:17,302,654,58,76,182,84,616,29,8
11676:780,262,140,3137,17,5767,7211,2241,226,1749
11685:17,654,616,302,58,650,508,518,76,29
11699:17,302,654,76,616,58,8,866,84,29
11700:302,654,58,616,76,29,84,8,354,1102
11716:302,616,654,84,58,29,354,61,787,76
11719:17,302,508,616,1023,76,654,84,8,58
11723:17,654,616,542,58,302,76,84,8,32
11738:17,302,1102,8,654,616,58,518,354,29
11749:81,226,3423,654,986,13544,262,780,76,61
11775:17,302,70,518,654,8,84,616,787,508
11781:17,58,654,616,8,289,542,861,61,1196
11788:17,76,564,654,901,302,616,2139,354,84
11795:17,1410,616,542,245,1382,15,1987,654,302
11799:17,302,654,76,616,58,8,866,84,29
11818:17,58,616,654,84,787,302,322,518,32
11825:17,70,76,616,302,508,58,101,81,238
11835:17,58,29,84,616,76,1102,6,650,542
11836:135,168,1326,719,1069,2103,5488,378,352,10267
11838:17,873,1382,70,931,947,518,8,1023,654
11839:10345,3521,1262,38138,51014,97455,394,1804,3429,223
11843:710,1002,441,1744,508,245,1410,1065,3618,1205
11844:23356,58,51436,36220,79048,33681,224,17,59355,2062
11847:441,4513,710,17,1002,76,1145,1744,508,1410
11851:17,302,654,76,616,58,8,866,84,29
11856:226,780,1888,17,2967,70,5767,500,508,7211
11863:17,302,654,76,616,58,8,866,84,29
11864:17,302,654,76,616,58,8,866,84,29
11865:17,302,616,58,15,518,542,84,61,8
11883:35382,11825,14797,8364,13183,225,17,302,654,76
11884:76,81,2139,1326,358,8860,2275,238,168,5480
11885:76,1002,17,710,4513,1744,508,70,245,1410
11892:17,58,302,76,616,654,564,508,84,32
11893:17,302,654,616,58,70,84,76,8,6
11896:17,302,654,616,58,8,736,542,518,650
11910:48,899,84,6450,518,302,245,354,947,654
11913:17,302,654,84,616,29,354,70,58,8
11922:654,17,302,616,29,84,76,101,8,650
11928:17,616,58,302,224,654,650,518,8,76
11929:654,542,84,8,650,564,518,289,15,29
11939:17,616,76,8,302,564,70,81,32,58
11956:654,616,518,84,76,650,8,542,29,564
11962:81,76,40,238,17,2139,262,302,564,650
